Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric,Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
Whirlpool,Model-263,300.0,5 Star,Side by Side,No,Black,Steel,2 Years,USA,1012.0,84.0,No,Beta,CatA
Bosch,Model-264,350.0,5 Star,Bottom Freezer,Yes,Silver,Plastic,2 Years,Germany,1210.0,3.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Bosch,Model-266,400.0,4 Star,Side by Side,No,Blue,Aluminium,3 Years,USA,1980.0,61.0,Yes,Delta,CatB
Whirlpool,Model-267,450.0,5 Star,Side by Side,Yes,Black,Plastic,2 Years,Germany,1520.0,96.0,No,Delta,CatB
Bosch,Model-268,350.0,5 Star,Top Freezer,Yes,Red,Aluminium,3 Years,USA,1399.0,42.0,Yes,Delta,CatA
LG,Model-269,450.0,5 Star,French Door,Yes,Silver,Steel,1 Year,Korea,1844.0,1.0,Yes,Gamma,CatB
Whirlpool,Model-270,300.0,5 Star,Top Freezer,No,White,Plastic,2 Years,Korea,869.0,79.0,No,Delta,CatB
Bosch,Model-271,500.0,3 Star,Top Freezer,No,Silver,Plastic,3 Years,Germany,1082.0,94.0,No,Delta,CatB
Samsung,Model-272,300.0,3 Star,French Door,No,Blue,Aluminium,1 Year,China,823.0,72.0,Yes,Beta,CatB
Bosch,Model-273,250.0,5 Star,Side by Side,Yes,Blue,Aluminium,2 Years,China,1114.0,15.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
Siemens,Model-275,300.0,3 Star,Side by Side,Yes,Black,Steel,1 Year,Germany,511.0,58.0,No,Beta,CatC
Samsung,Model-276,300.0,4 Star,Top Freezer,No,Black,Plastic,1 Year,USA,1681.0,97.0,Yes,Delta,CatC
Samsung,Model-277,250.0,5 Star,French Door,No,Red,Aluminium,3 Years,USA,425.0,47.0,No,Delta,CatB
LG,Model-278,500.0,3 Star,French Door,No,Black,Aluminium,3 Years,Korea,1643.0,27.0,No,Beta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-281,300.0,4 Star,Bottom Freezer,Yes,White,Steel,1 Year,China,802.0,63.0,Yes,Beta,CatB
Bosch,Model-282,450.0,4 Star,Side by Side,No,White,Steel,2 Years,China,1849.0,5.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-284,400.0,5 Star,French Door,No,Red,Aluminium,3 Years,USA,1287.0,66.0,Yes,Alpha,CatB
Whirlpool,Model-285,300.0,5 Star,French Door,No,Silver,Steel,3 Years,USA,740.0,35.0,Yes,Gamma,CatB
Samsung,Model-286,500.0,5 Star,Bottom Freezer,Yes,Red,Plastic,1 Year,China,862.0,69.0,Yes,Beta,CatA
LG,Model-287,350.0,3 Star,Top Freezer,No,Black,Steel,2 Years,Korea,1705.0,61.0,Yes,Gamma,CatC
LG,Model-288,300.0,4 Star,French Door,Yes,Blue,Steel,1 Year,Germany,519.0,49.0,Yes,Beta,CatC
Siemens,Model-289,450.0,3 Star,Side by Side,Yes,Silver,Aluminium,3 Years,Germany,541.0,98.0,Yes,Gamma,CatB
Samsung,Model-290,500.0,5 Star,Side by Side,Yes,Silver,Aluminium,3 Years,Korea,1060.0,88.0,Yes,Alpha,CatB
LG,Model-291,350.0,4 Star,French Door,No,Black,Plastic,3 Years,China,1856.0,66.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Siemens,Model-293,350.0,4 Star,French Door,Yes,Silver,Steel,1 Year,USA,1928.0,2.0,Yes,Alpha,CatB
Whirlpool,Model-294,500.0,4 Star,Side by Side,Yes,Black,Plastic,3 Years,China,931.0,34.0,Yes,Delta,CatB
LG,Model-295,400.0,4 Star,French Door,No,Silver,Aluminium,3 Years,Germany,1112.0,8.0,Yes,Alpha,CatA
Siemens,Model-296,300.0,3 Star,French Door,Yes,Blue,Plastic,1 Year,Korea,1625.0,21.0,No,Alpha,CatA
Siemens,Model-297,250.0,5 Star,French Door,Yes,Blue,Plastic,1 Year,Germany,1266.0,76.0,No,Alpha,CatC
Bosch,Model-298,300.0,4 Star,Bottom Freezer,No,Red,Aluminium,3 Years,Germany,927.0,65.0,Yes,Delta,CatA
Bosch,Model-299,250.0,3 Star,Bottom Freezer,No,White,Steel,1 Year,Korea,613.0,79.0,Yes,Alpha,CatB
Whirlpool,Model-300,500.0,5 Star,Top Freezer,No,White,Steel,1 Year,Korea,879.0,83.0,No,Beta,CatC
Bosch,Model-301,250.0,3 Star,Bottom Freezer,No,Blue,Steel,1 Year,USA,1101.0,61.0,No,Beta,CatC
LG,Model-302,500.0,4 Star,French Door,Yes,Red,Steel,1 Year,Korea,1937.0,66.0,Yes,Alpha,CatC
Bosch,Model-303,450.0,5 Star,Top Freezer,No,Blue,Plastic,1 Year,USA,935.0,24.0,Yes,Beta,CatB
Bosch,Model-304,350.0,3 Star,French Door,Yes,Red,Plastic,3 Years,USA,1157.0,26.0,No,Beta,CatB
Bosch,Model-305,450.0,4 Star,Top Freezer,Yes,Red,Steel,3 Years,China,663.0,6.0,No,Beta,CatB
Samsung,Model-306,500.0,3 Star,Top Freezer,Yes,Blue,Plastic,1 Year,USA,967.0,70.0,Yes,Gamma,CatA
Siemens,Model-307,500.0,4 Star,French Door,No,White,Aluminium,3 Years,China,635.0,8.0,No,Beta,CatB
Whirlpool,Model-308,350.0,3 Star,Bottom Freezer,Yes,White,Aluminium,1 Year,USA,1243.0,53.0,No,Delta,CatC
Siemens,Model-309,500.0,3 Star,French Door,Yes,Black,Plastic,2 Years,China,720.0,25.0,Yes,Delta,CatC
Siemens,Model-310,500.0,5 Star,French Door,Yes,White,Plastic,1 Year,USA,1180.0,36.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-313,450.0,3 Star,Side by Side,No,White,Steel,3 Years,China,1989.0,99.0,No,Beta,CatC
Samsung,Model-314,250.0,3 Star,Top Freezer,Yes,Red,Aluminium,1 Year,China,326.0,17.0,No,Beta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-317,450.0,5 Star,Top Freezer,No,Black,Plastic,3 Years,Germany,595.0,22.0,Yes,Gamma,CatA
LG,Model-318,350.0,3 Star,French Door,No,Silver,Aluminium,2 Years,Korea,879.0,78.0,No,Gamma,CatC
Whirlpool,Model-319,500.0,3 Star,French Door,Yes,Red,Plastic,2 Years,USA,1293.0,48.0,Yes,Alpha,CatA
Samsung,Model-320,400.0,5 Star,Top Freezer,No,Blue,Plastic,1 Year,USA,1359.0,4.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-323,400.0,4 Star,Bottom Freezer,Yes,Black,Aluminium,3 Years,China,362.0,79.0,No,Alpha,CatC
Siemens,Model-324,450.0,5 Star,Side by Side,Yes,Red,Steel,2 Years,China,1614.0,70.0,Yes,Beta,CatA
Bosch,Model-325,500.0,5 Star,French Door,No,Black,Aluminium,3 Years,Germany,324.0,81.0,Yes,Beta,CatB
Siemens,Model-326,500.0,5 Star,Bottom Freezer,Yes,Silver,Aluminium,2 Years,Germany,766.0,96.0,No,Gamma,CatA
,,,,,,,,,,,,,,
Bosch,Model-328,450.0,5 Star,French Door,No,Black,Aluminium,2 Years,Germany,1748.0,25.0,Yes,Delta,CatB
Bosch,Model-329,450.0,3 Star,Top Freezer,No,White,Aluminium,3 Years,Korea,1623.0,85.0,No,Delta,CatC
,,,,,,,,,,,,,,
LG,Model-331,400.0,3 Star,Bottom Freezer,Yes,Blue,Aluminium,3 Years,Korea,1878.0,67.0,Yes,Delta,CatC
Samsung,Model-332,300.0,4 Star,Bottom Freezer,Yes,Black,Aluminium,1 Year,Korea,1968.0,96.0,Yes,Delta,CatA
Siemens,Model-333,300.0,5 Star,Side by Side,Yes,Silver,Aluminium,2 Years,USA,1129.0,90.0,No,Gamma,CatA
Bosch,Model-334,250.0,3 Star,Top Freezer,Yes,Silver,Steel,3 Years,China,875.0,88.0,No,Delta,CatB
,,,,,,,,,,,,,,
LG,Model-336,500.0,3 Star,French Door,Yes,Blue,Plastic,1 Year,Germany,1725.0,93.0,Yes,Gamma,CatC
LG,Model-337,300.0,5 Star,Bottom Freezer,Yes,White,Plastic,2 Years,China,1021.0,91.0,Yes,Beta,CatB
LG,Model-338,350.0,3 Star,Top Freezer,Yes,Red,Aluminium,2 Years,China,833.0,66.0,No,Beta,CatC
LG,Model-339,500.0,4 Star,Bottom Freezer,Yes,White,Aluminium,2 Years,USA,1063.0,51.0,No,Beta,CatC
Bosch,Model-340,350.0,3 Star,Bottom Freezer,Yes,Black,Aluminium,2 Years,China,498.0,42.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
Siemens,Model-342,300.0,4 Star,French Door,No,Blue,Plastic,3 Years,Germany,1286.0,5.0,No,Alpha,CatA
Whirlpool,Model-343,500.0,4 Star,Side by Side,No,Silver,Aluminium,3 Years,Germany,1279.0,65.0,Yes,Beta,CatB
Bosch,Model-344,500.0,3 Star,Bottom Freezer,Yes,White,Plastic,3 Years,Germany,326.0,67.0,Yes,Beta,CatA
Samsung,Model-345,300.0,4 Star,French Door,Yes,White,Steel,2 Years,Germany,1005.0,14.0,No,Delta,CatC
LG,Model-346,400.0,3 Star,Top Freezer,No,Silver,Plastic,3 Years,Korea,942.0,5.0,Yes,Alpha,CatC
Bosch,Model-347,400.0,5 Star,French Door,No,Red,Aluminium,1 Year,USA,1261.0,82.0,No,Delta,CatB
Samsung,Model-348,400.0,3 Star,Top Freezer,Yes,Red,Plastic,3 Years,USA,954.0,68.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
LG,Model-350,450.0,3 Star,Bottom Freezer,No,Silver,Aluminium,2 Years,China,1909.0,65.0,No,Gamma,CatA
LG,Model-351,350.0,4 Star,Bottom Freezer,Yes,Silver,Aluminium,3 Years,Korea,1720.0,99.0,No,Delta,CatB
LG,Model-352,350.0,3 Star,Side by Side,No,Blue,Plastic,3 Years,Germany,338.0,64.0,No,Gamma,CatB
Bosch,Model-353,500.0,5 Star,Top Freezer,Yes,Red,Plastic,2 Years,Korea,336.0,87.0,Yes,Beta,CatC
Samsung,Model-354,400.0,4 Star,Top Freezer,No,Silver,Steel,1 Year,USA,1914.0,50.0,Yes,Alpha,CatC
Siemens,Model-355,400.0,5 Star,Top Freezer,No,Silver,Plastic,3 Years,Korea,409.0,36.0,No,Gamma,CatA
Siemens,Model-356,250.0,4 Star,Side by Side,No,Silver,Steel,1 Year,China,1831.0,57.0,Yes,Delta,CatA
Whirlpool,Model-357,500.0,3 Star,French Door,Yes,Red,Steel,3 Years,Germany,1900.0,18.0,Yes,Beta,CatA
Siemens,Model-358,250.0,4 Star,Top Freezer,No,White,Plastic,3 Years,USA,1845.0,82.0,No,Gamma,CatC
Siemens,Model-359,300.0,4 Star,Bottom Freezer,Yes,Red,Plastic,1 Year,China,1680.0,46.0,Yes,Alpha,CatC
LG,Model-360,450.0,3 Star,Top Freezer,No,Red,Plastic,1 Year,Korea,781.0,33.0,Yes,Delta,CatA
LG,Model-361,450.0,5 Star,French Door,Yes,White,Aluminium,3 Years,Germany,1852.0,35.0,No,Beta,CatC
Siemens,Model-362,400.0,5 Star,Top Freezer,No,Red,Aluminium,1 Year,USA,1077.0,65.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Siemens,Model-364,400.0,3 Star,Side by Side,No,Black,Aluminium,1 Year,Germany,681.0,20.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Samsung,Model-366,250.0,5 Star,French Door,Yes,Black,Aluminium,3 Years,Korea,444.0,60.0,No,Gamma,CatB
Siemens,Model-367,450.0,4 Star,Top Freezer,Yes,White,Plastic,1 Year,China,452.0,14.0,Yes,Beta,CatB
Bosch,Model-368,450.0,5 Star,Bottom Freezer,Yes,Blue,Steel,3 Years,Germany,1087.0,18.0,No,Beta,CatB
Samsung,Model-369,400.0,4 Star,Side by Side,No,Red,Steel,3 Years,China,1480.0,64.0,Yes,Delta,CatC
Bosch,Model-370,450.0,4 Star,Bottom Freezer,Yes,Blue,Aluminium,2 Years,Korea,1942.0,41.0,Yes,Beta,CatB
Samsung,Model-371,250.0,3 Star,Top Freezer,Yes,Black,Steel,2 Years,USA,1696.0,62.0,No,Beta,CatB
Samsung,Model-372,250.0,4 Star,Side by Side,Yes,Red,Steel,3 Years,Korea,1900.0,40.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-374,500.0,5 Star,French Door,Yes,Blue,Steel,3 Years,Germany,1917.0,88.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-377,400.0,3 Star,Top Freezer,No,White,Steel,2 Years,Korea,1957.0,26.0,Yes,Alpha,CatC
Bosch,Model-378,400.0,3 Star,Top Freezer,Yes,White,Plastic,1 Year,Germany,541.0,98.0,Yes,Delta,CatA
Samsung,Model-379,500.0,4 Star,Bottom Freezer,Yes,Blue,Aluminium,2 Years,China,436.0,96.0,Yes,Gamma,CatB
Bosch,Model-380,400.0,5 Star,Side by Side,Yes,Red,Aluminium,3 Years,USA,1093.0,32.0,No,Gamma,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-382,300.0,3 Star,Top Freezer,No,Silver,Steel,3 Years,Germany,428.0,39.0,Yes,Gamma,CatC
LG,Model-383,400.0,5 Star,French Door,No,Black,Plastic,2 Years,Germany,620.0,92.0,No,Alpha,CatC
Bosch,Model-384,450.0,3 Star,French Door,Yes,Black,Aluminium,3 Years,China,1042.0,31.0,Yes,Gamma,CatC
Whirlpool,Model-385,350.0,3 Star,Top Freezer,Yes,White,Plastic,3 Years,Korea,1200.0,14.0,No,Beta,CatA
Bosch,Model-386,350.0,5 Star,Side by Side,Yes,Blue,Aluminium,2 Years,Korea,418.0,86.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Bosch,Model-388,400.0,3 Star,Top Freezer,Yes,Red,Plastic,3 Years,Korea,1228.0,32.0,Yes,Beta,CatC
Samsung,Model-389,400.0,4 Star,Bottom Freezer,Yes,White,Aluminium,2 Years,China,1147.0,43.0,No,Gamma,CatC
Siemens,Model-390,250.0,4 Star,Side by Side,Yes,Silver,Aluminium,1 Year,China,385.0,41.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-392,250.0,3 Star,Bottom Freezer,No,Blue,Steel,2 Years,Germany,1931.0,84.0,No,Delta,CatA
Whirlpool,Model-393,500.0,3 Star,Side by Side,No,White,Plastic,3 Years,Germany,901.0,48.0,No,Gamma,CatC
Whirlpool,Model-394,500.0,3 Star,Bottom Freezer,No,Red,Aluminium,3 Years,China,932.0,33.0,No,Beta,CatB
Siemens,Model-395,500.0,4 Star,Side by Side,Yes,Black,Plastic,1 Year,USA,1694.0,94.0,No,Alpha,CatB
,,,,,,,,,,,,,,
Bosch,Model-397,300.0,3 Star,Bottom Freezer,No,Blue,Aluminium,2 Years,Korea,1444.0,21.0,Yes,Delta,CatA
Siemens,Model-398,450.0,4 Star,Bottom Freezer,Yes,Red,Steel,2 Years,USA,720.0,83.0,No,Gamma,CatC
,,,,,,,,,,,,,,
Siemens,Model-400,250.0,3 Star,Side by Side,Yes,White,Steel,1 Year,USA,1245.0,56.0,No,Alpha,CatC
Samsung,Model-401,300.0,4 Star,Bottom Freezer,No,Silver,Aluminium,2 Years,Korea,1619.0,55.0,No,Delta,CatA
Siemens,Model-402,350.0,3 Star,Side by Side,Yes,Red,Aluminium,1 Year,Korea,1184.0,45.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-405,400.0,4 Star,French Door,No,Silver,Steel,3 Years,China,1325.0,38.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Siemens,Model-407,250.0,5 Star,Side by Side,Yes,Red,Plastic,2 Years,China,1966.0,60.0,No,Alpha,CatB
Samsung,Model-408,300.0,4 Star,Top Freezer,Yes,Black,Aluminium,3 Years,Korea,990.0,37.0,Yes,Alpha,CatB
Siemens,Model-409,450.0,4 Star,Top Freezer,Yes,Red,Aluminium,1 Year,Germany,1700.0,82.0,Yes,Gamma,CatC
Siemens,Model-410,350.0,3 Star,French Door,Yes,Black,Steel,2 Years,Korea,1629.0,3.0,No,Beta,CatC
Samsung,Model-411,450.0,5 Star,Top Freezer,No,Silver,Plastic,1 Year,Germany,370.0,92.0,No,Delta,CatA
,,,,,,,,,,,,,,
Samsung,Model-413,300.0,3 Star,Side by Side,No,Silver,Plastic,3 Years,Germany,637.0,45.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-415,400.0,3 Star,Top Freezer,No,Blue,Aluminium,3 Years,Germany,574.0,59.0,No,Beta,CatA
Bosch,Model-416,450.0,3 Star,Bottom Freezer,Yes,Silver,Steel,1 Year,China,1091.0,33.0,No,Beta,CatC
Bosch,Model-417,450.0,3 Star,Bottom Freezer,No,Silver,Plastic,3 Years,USA,1527.0,6.0,No,Alpha,CatA
Siemens,Model-418,450.0,4 Star,Top Freezer,Yes,Black,Aluminium,1 Year,Korea,881.0,92.0,No,Alpha,CatC
Bosch,Model-419,350.0,5 Star,French Door,Yes,Blue,Aluminium,3 Years,USA,1665.0,94.0,Yes,Alpha,CatA
Samsung,Model-420,400.0,5 Star,Bottom Freezer,No,Red,Aluminium,2 Years,Korea,1860.0,42.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-422,450.0,3 Star,French Door,No,Red,Aluminium,2 Years,Germany,1833.0,33.0,Yes,Alpha,CatC
Samsung,Model-423,450.0,3 Star,Side by Side,No,White,Steel,3 Years,China,1110.0,94.0,No,Gamma,CatB
LG,Model-424,350.0,4 Star,Side by Side,Yes,Silver,Aluminium,2 Years,Korea,1859.0,26.0,Yes,Alpha,CatA
Samsung,Model-425,300.0,5 Star,Bottom Freezer,No,White,Plastic,1 Year,Germany,1004.0,52.0,No,Delta,CatB
,,,,,,,,,,,,,,
LG,Model-427,300.0,3 Star,Bottom Freezer,Yes,Blue,Steel,2 Years,USA,1004.0,27.0,No,Delta,CatC
LG,Model-428,350.0,4 Star,Side by Side,No,Black,Plastic,1 Year,USA,998.0,50.0,No,Alpha,CatA
,,,,,,,,,,,,,,
Samsung,Model-430,500.0,3 Star,Top Freezer,No,Blue,Plastic,3 Years,Germany,811.0,43.0,Yes,Beta,CatC
LG,Model-431,500.0,3 Star,Side by Side,Yes,Blue,Aluminium,1 Year,Korea,569.0,36.0,No,Beta,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-434,250.0,5 Star,Bottom Freezer,Yes,Blue,Plastic,2 Years,Korea,1731.0,93.0,No,Beta,CatA
Whirlpool,Model-435,300.0,5 Star,Side by Side,Yes,Red,Aluminium,2 Years,Germany,994.0,54.0,No,Gamma,CatA
Bosch,Model-436,350.0,4 Star,Side by Side,Yes,Silver,Steel,2 Years,Germany,1373.0,92.0,No,Beta,CatA
Samsung,Model-437,400.0,4 Star,Bottom Freezer,Yes,Silver,Plastic,1 Year,Germany,712.0,12.0,No,Beta,CatC
LG,Model-438,250.0,5 Star,Bottom Freezer,No,Silver,Aluminium,1 Year,Germany,1628.0,23.0,No,Gamma,CatA
Siemens,Model-439,300.0,3 Star,Top Freezer,No,Black,Steel,3 Years,USA,841.0,50.0,Yes,Beta,CatB
LG,Model-440,250.0,4 Star,Bottom Freezer,No,White,Aluminium,2 Years,Korea,1487.0,85.0,No,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-442,350.0,4 Star,French Door,Yes,Silver,Plastic,1 Year,USA,1492.0,85.0,No,Beta,CatA
Bosch,Model-443,450.0,5 Star,Top Freezer,No,Red,Plastic,3 Years,Korea,1821.0,39.0,Yes,Alpha,CatA
Whirlpool,Model-444,350.0,4 Star,Top Freezer,Yes,Blue,Aluminium,2 Years,USA,1029.0,80.0,Yes,Beta,CatA
Whirlpool,Model-445,400.0,5 Star,Bottom Freezer,No,White,Aluminium,2 Years,Germany,1504.0,23.0,Yes,Delta,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-448,500.0,5 Star,French Door,Yes,Silver,Steel,1 Year,China,1700.0,43.0,No,Beta,CatB
Whirlpool,Model-449,350.0,5 Star,French Door,No,White,Plastic,3 Years,Germany,595.0,68.0,No,Gamma,CatA
Bosch,Model-450,300.0,4 Star,Side by Side,Yes,White,Steel,2 Years,China,1693.0,99.0,No,Beta,CatA
,,,,,,,,,,,,,,
Bosch,Model-452,500.0,4 Star,Side by Side,Yes,Red,Plastic,3 Years,USA,1592.0,10.0,No,Gamma,CatB
Siemens,Model-453,400.0,5 Star,Top Freezer,Yes,Blue,Steel,2 Years,Germany,1964.0,16.0,No,Beta,CatA
,,,,,,,,,,,,,,
LG,Model-455,350.0,3 Star,Top Freezer,Yes,Silver,Aluminium,3 Years,Germany,1361.0,28.0,No,Gamma,CatC
LG,Model-456,400.0,3 Star,Bottom Freezer,No,Blue,Steel,2 Years,Germany,1040.0,32.0,No,Alpha,CatA
Whirlpool,Model-457,300.0,3 Star,Bottom Freezer,Yes,Blue,Aluminium,1 Year,Germany,440.0,81.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-459,500.0,5 Star,Side by Side,No,Silver,Plastic,3 Years,Korea,441.0,18.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Bosch,Model-461,450.0,5 Star,Bottom Freezer,Yes,Red,Steel,1 Year,Germany,475.0,58.0,Yes,Beta,CatC
LG,Model-462,300.0,4 Star,Top Freezer,No,Silver,Aluminium,1 Year,USA,380.0,27.0,No,Alpha,CatA
Whirlpool,Model-463,400.0,4 Star,French Door,No,Blue,Plastic,2 Years,China,1070.0,11.0,Yes,Delta,CatB
Samsung,Model-464,250.0,4 Star,French Door,Yes,Red,Plastic,1 Year,Germany,561.0,60.0,No,Delta,CatA
,,,,,,,,,,,,,,
LG,Model-466,300.0,3 Star,Top Freezer,Yes,Black,Steel,1 Year,USA,880.0,1.0,No,Gamma,CatC
Whirlpool,Model-467,500.0,3 Star,Bottom Freezer,Yes,White,Plastic,3 Years,Korea,1348.0,72.0,No,Alpha,CatA
Siemens,Model-468,350.0,5 Star,Bottom Freezer,No,Blue,Steel,2 Years,Germany,1612.0,57.0,No,Beta,CatB
Bosch,Model-469,500.0,4 Star,Top Freezer,No,Silver,Steel,3 Years,China,701.0,53.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-471,300.0,4 Star,Side by Side,No,Red,Steel,1 Year,Korea,1226.0,65.0,No,Alpha,CatB
Samsung,Model-472,350.0,3 Star,Bottom Freezer,No,Silver,Plastic,2 Years,Korea,1753.0,35.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
LG,Model-474,450.0,5 Star,Side by Side,No,Black,Steel,1 Year,Korea,1132.0,75.0,No,Beta,CatB
LG,Model-475,450.0,4 Star,Bottom Freezer,Yes,White,Aluminium,3 Years,Germany,768.0,85.0,No,Delta,CatA
LG,Model-476,300.0,4 Star,Top Freezer,Yes,Red,Aluminium,1 Year,China,1836.0,39.0,No,Delta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-478,250.0,3 Star,Top Freezer,Yes,White,Steel,3 Years,Korea,1541.0,96.0,Yes,Alpha,CatA
Bosch,Model-479,350.0,4 Star,French Door,No,Red,Steel,1 Year,Korea,1882.0,98.0,No,Beta,CatB
,,,,,,,,,,,,,,
LG,Model-481,350.0,5 Star,French Door,No,Blue,Aluminium,3 Years,Korea,1052.0,99.0,No,Beta,CatB
,,,,,,,,,,,,,,
Samsung,Model-483,450.0,4 Star,French Door,No,Black,Steel,2 Years,China,863.0,81.0,No,Delta,CatA
LG,Model-484,500.0,5 Star,Top Freezer,Yes,Red,Plastic,2 Years,Germany,1833.0,2.0,No,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-486,350.0,3 Star,Side by Side,No,Black,Plastic,3 Years,China,1564.0,24.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
Bosch,Model-488,400.0,5 Star,Top Freezer,Yes,Red,Aluminium,1 Year,China,974.0,90.0,Yes,Delta,CatB
LG,Model-489,350.0,3 Star,Top Freezer,Yes,White,Aluminium,1 Year,China,1427.0,88.0,Yes,Delta,CatC
LG,Model-490,400.0,5 Star,Bottom Freezer,Yes,Blue,Aluminium,3 Years,China,1530.0,75.0,No,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-493,450.0,4 Star,Side by Side,Yes,Black,Steel,3 Years,USA,1662.0,48.0,No,Delta,CatB
Whirlpool,Model-494,250.0,3 Star,Bottom Freezer,Yes,White,Plastic,1 Year,China,1478.0,78.0,No,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-496,350.0,4 Star,Side by Side,No,White,Aluminium,2 Years,Korea,383.0,22.0,Yes,Gamma,CatA
Bosch,Model-497,450.0,4 Star,Side by Side,Yes,Black,Plastic,3 Years,China,1850.0,83.0,No,Gamma,CatA
Bosch,Model-498,500.0,4 Star,French Door,Yes,Red,Aluminium,3 Years,Korea,1401.0,40.0,No,Alpha,CatC
Bosch,Model-499,300.0,3 Star,Bottom Freezer,Yes,Black,Plastic,1 Year,China,830.0,68.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-502,250.0,3 Star,Bottom Freezer,Yes,Red,Steel,2 Years,Korea,1467.0,79.0,No,Delta,CatB
Siemens,Model-503,500.0,4 Star,French Door,Yes,Blue,Plastic,3 Years,USA,622.0,9.0,No,Delta,CatB
LG,Model-504,350.0,5 Star,French Door,Yes,Silver,Plastic,2 Years,Germany,1926.0,11.0,Yes,Beta,CatB
Bosch,Model-505,350.0,4 Star,Bottom Freezer,Yes,Red,Aluminium,1 Year,Germany,1066.0,59.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-507,300.0,5 Star,Side by Side,Yes,Blue,Aluminium,1 Year,Korea,1618.0,18.0,Yes,Gamma,CatA
Whirlpool,Model-508,450.0,3 Star,Top Freezer,No,White,Plastic,3 Years,USA,1699.0,38.0,No,Gamma,CatB
Samsung,Model-509,450.0,4 Star,Bottom Freezer,Yes,Black,Aluminium,2 Years,Germany,1723.0,36.0,Yes,Gamma,CatB
Whirlpool,Model-510,250.0,3 Star,Side by Side,No,Black,Plastic,3 Years,USA,1405.0,32.0,No,Delta,CatB
Bosch,Model-511,450.0,5 Star,Bottom Freezer,Yes,Black,Plastic,2 Years,China,1135.0,15.0,No,Delta,CatC
LG,Model-512,350.0,3 Star,Bottom Freezer,No,White,Steel,1 Year,Korea,1771.0,57.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
Bosch,Model-514,350.0,4 Star,Side by Side,Yes,Silver,Steel,1 Year,China,1219.0,61.0,No,Delta,CatA
LG,Model-515,500.0,3 Star,Bottom Freezer,No,Red,Aluminium,2 Years,Korea,1611.0,99.0,Yes,Beta,CatB
Bosch,Model-516,400.0,3 Star,Side by Side,No,Silver,Steel,2 Years,China,880.0,51.0,Yes,Gamma,CatA
Siemens,Model-517,350.0,3 Star,French Door,Yes,Silver,Steel,3 Years,USA,1271.0,59.0,No,Beta,CatB
Bosch,Model-518,300.0,3 Star,Side by Side,Yes,Red,Steel,1 Year,USA,1265.0,78.0,No,Delta,CatB
LG,Model-519,500.0,4 Star,Bottom Freezer,No,Blue,Aluminium,2 Years,USA,481.0,67.0,No,Alpha,CatB
Samsung,Model-520,300.0,3 Star,French Door,Yes,Silver,Plastic,3 Years,USA,1171.0,91.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
